Dimension;Transcription
Conversation Management;what is the next?
Conversation Management;what was the timing? how much time is left for the design phase? (asking andreas) who?
Conversation Management;yes i would say letís start easy and we can add additional things later on
Conversation Management;ah no, this is not working
Conversation Management;ah, ok, so i donít know why, at least we can both draw
Conversation Management;ah, yes, ok, itís fine, so once again i will also try to draw something, ok?
Conversation Management;and further we figure to, i mean we can delete it afterwards.
Conversation Management;but ok, should we leave the main window as it is. i have it as a paper in my hand
Conversation Management;first of should we both zoom out to the maximum so that we always see everything?
Conversation Management;i donít think so
Conversation Management;i think thatís everything to be said.
Conversation Management;i think this should be the only issue right now
Conversation Management;i thought i was drawing again, perhaps we need to activate the mouse again
Conversation Management;mean first we can assign numbers here to be able to talk about it.
Conversation Management;ok
Conversation Management;ok, finger works
Conversation Management;ok, perhaps, i need to read this bullet point c again to actual look what it says
Conversation Management;ok, so where did we stop?
Conversation Management;outside, oh yeah
Conversation Management;perhaps, there are just some basic question in the beginning
Conversation Management;so basically we could do first thing what was on the lefthand side, what i was trying to achieve here
Conversation Management;so some streets again, delete that later
Conversation Management;so thatís no, i think we didnít draw so much, so thatís no big deal
Conversation Management;so what should we start with?
Conversation Management;this is for demonstration purposes.
Conversation Management;we can start right again.
Conversation Management;we start all very again?
Conversation Management;well, the question is, if it is not working, you would need to do the drawing stuff.
Conversation Management;what should we try to get it working or?
Conversation Management;yeah
Conversation Management;yeah do you want to summarise?
Conversation Management;yeah i see
Conversation Management;yeah, i mean, perhaps you can just add something, if i forget something
Conversation Management;yeah, no problem.
Conversation Management;yeah?
Conversation Management;yes
Other;what basic data structures are we looking at here?
Other;actually start coding up the datastructures themselves
Other;but i imagine the controller controls that, right, the modelbasically is just the basically cars, the queue of cars, theintersection contains four queues.
Other;i'm thinking, yeah, i'm thinking in terms of model-êviewcontroller
Other;mean it might be thedesign pattern. a traverser, observer, traverser
Other;object being traversed and somerule for--so it's easy the traverser, visitor pattern you get thevisitor case on the auto-êtype and then it could be [inaudible
Other;to separate the ui off andwe want the underlying data structures and supporting things
Other;model-view-controller pattern
Other;then we have the model, we have the view, but we donít have the controller
Other;we have a statement that we do model view controller pattern
Other;is part of the intersection
Other;i don't [inaudible] into it.
Other;i don't think we need to make assumption of lanes, period
Other;i donít see this specifically in the requirements
Other;for me it maybe doesnít make sense to have this as a specific intersection, maybe there we would have something different which is a kind of road entry or road exit
Other;and of course the, that i guess, that itís not something that we have to design
Other;but of course would increase the complexity of the
Other;i donít think so,
Other;i think so because you should be able to have, you should be able to have intersections with no sensors then the intersections lights should be able to change based on the input from these sensors, so then
Other;no
Other;i don't know
Other;i don't know how to actually structure this
Other;wonder if atfirst approximation never [inaudible] in roads.
Other;and i wonder
Other;i don't know if this isany better
Other;i mean i'm wondering could youadd
Other;i wonder if
Other;i'm notquite sure
Other;just wonder if maybe the important
Other;well, i don't know
Other;i almost wonder if, i don't know.
Other;i don't know how sensors work.
Other;i don't know if professor e really wants that level ofdetail
Other;i don't know if they can set thespeeds
Other;i don't know if you can changethese as well while you're going.
Other;i don't know if. but youalready got this on there,
Other;i don't know so much
Other;i don't know,
Other;i don't know.
Other;i don't knowthat almost feels like
Other;i don'tknow
Other;i don'tknow exactly how to capture this
Other;i'm not reallysure
Other;i'm not sure.
Other;i'm still thinking
Other;now i don't know
Other;oh that's not going to quite work.
Other;or did i readsomething there that said it has some
Other;this is where we still have a little doubt
Other;, i'm not sure
Other;but i don't know
Other;i'm not sure
Other;i'm still wondering about the leftÇ-turn lane.
Other;Ö i donít understand
Other;but i donít know
Other;donít know per what
Other;i donít know how much details we have
Other;i donít know.
Other;iím not so sure about that
Other;iím not sure
Other;iím not sure what you mean by subset
Other;we donít have i mean the visualization for it and iím not sure how we should.
Other;, i am not sure
Other;ah, ok because that was something i was just wondering about, whether we should
Other;am still not sure how to
Other;but how should that work
Other;but i am not sure, where
Other;but i donít know how to easily program that kind of behavior
Other;but i don't know that's also
Other;can both of them be orange at the same time for example?
Other;i am not sure
Other;i am not sure
Other;i am not sure how to deal with the wave her.
Other;i donít know
Other;i donít know how to design it
Other;i donít know,
Other;i donít know.
Other;perhaps this is not a very good idea to draw in this direction
Other;so i donít know
Other;the question is whether we, should they put the sensors wide away or whether we should do try to find a means brake without the sensors and see whether itís a, what we achieve there
Other;which would of course require us to be able to, i donít know, either
Other;yeah, i am not sure,
Other;a bit more usable so i Creative Conflict
Other;advanced in the future
Other;and then the point could be i guess for future could define anything
Other;it would also be always given indirectly. it takes less work for the editing, you can easily just draw the lines and each time you would have here endpoints an intersections which are all calculated automatically and then by selecting an intersection you could describe the movement of an intersection, which is a more advanced algorithm to relayout the whole thing.
Other;of course we can represent this here but we should also keep in mind that this could be changed in the future and that we should design the system that is able to change this.
Other;so i see a reuse potential there
Other;yes i would keep the traffic class also for reuse purposes
Other;advanced in the future
Other;and then the point could be i guess for future could define anything
Other;it would also be always given indirectly. it takes less work for the editing, you can easily just draw the lines and each time you would have here endpoints an intersections which are all calculated automatically and then by selecting an intersection you could describe the movement of an intersection, which is a more advanced algorithm to relayout the whole thing.
Other;of course we can represent this here but we should also keep in mind that this could be changed in the future and that we should design the system that is able to change this.
Other;so i see a reuse potential there
Other;yes i would keep the traffic class also for reuse purposes
Other;and the results of pushing and popping.
Other;and then some t, at some point t one later.
Other;i mean you could go top left
Other;so the cop looks at the intersections says okay it's Creative Conflictn light on these roads. this road has some number ofcars in it. if the lights green one tick means we pop and wedo that queue and second picture. so, from t zero to t onethat's how we've gone through two
Other;that kicks off events and then which then make a [inaudible
Other;that kicks off events.
Other;the other way
Other;this guywould have the sensor state,
Other;unless you're the terminator and you've beamed acar.
Other;until he passes the intersection, or whatever. and gets onthe next road
Other;we're saying there's a, so then, these are objects right.so, maybe what happens is the clock is the controller, it'schanging the state of time so time can tick, right, that's anamount of time. the clock does the ticking, right, and nowthe tick, time is part of model that is state, but as timechanges some cop object or something responds to timechanges, right, and is responsible for changing state ofmodel.
Other;also
Other;also, i mean it seems
Other;and it just tell them, hey full or heyi don't have any. so it's not it's own little thinking component.
Other;and then test it, are you full?
Other;aslong asÇ-also being able to control
Other;imean it comes back to this whole problem that we were toyingwith.
Other;what did i say? ìroad endpointsî, four and one. then we would have ìroadî
Other;also we have it on the laptop screen
Other;also before we draw again so first i can right now try to save the image
Other;are they controlling
Other;so they can build on?
Other;something?
Other;, this would be visible
Other;i mean how do you visualize this simulation
Other;what does that mean?
Other;what else are we going to be drawing?
Other;so in total?
Other;the sensors?
Other;what about it?
Other;do you have a better statement?
Other;i mean what are the types of metrics that we want to have in percent?
Other;well i like what you're saying, i like the idea
Other;when jim is present, only jim does the board, as you see hishand?writing, his ability to use markers is remarkable, so noone approaches the board, he's very good.
Other;ahh that's brilliant
Other;cool, cool. sounds good
Other;cool, i like that
Other;excellent, excellent.
Other;good question.
Other;i like that. cool.
Other;interesting
Other;that is a great point
Other;i think itís a good and great idea
Other;thatís a good point
Other;yes i Creative Conflict. great
Other;yes thatís a good idea.
Other;yes, i think itís a good idea
Other;as capacity increases, the wait time doesn't increaseproportionally
Other;it'sreally just a list of road, road pairs i guess, and thenintersections
Other;then this way wecan, it's really the network that runs the road,
Other;what i'm thinking is like you have this data structure of thistraffic cop that responds to ticks by analyzing the state of thetraffic signal and then, you know, pushes cars on and offqueue depending on the -ê
Other;the traffic pattern object, the big guy, owns all the cars,and as it manufactures them, as it factors them out, it createsthem in some flavor,
Other;and by default it eitherhas or does not have a timing setting, so very quickly you cancreate something without fussing with it too much, and bydefault it has to assume
Other;but i'm saying that you would say that 10% of cars willbehave like this, 10% will go straight, 10% will go tointersections and turn
Other;how do you assess, you know, what is the optimalósothis is the grid, what is the optimal setting of the intersectionconfigurations with this traffic pattern.
Other;how far is it between each leg orwhatever, each segment.
Other;so we assume they have some sort of a pallet here where theygrab a road and they start dragging and then they drag that, sothere is some sort of drawing pallet right, that says okay i havethis thing i drag something, i'm drawing a road and i call itsomething and i draw and i call it b and i draw my roads andthen.
Other;that, and it also pushesit up to the road, so the road can aggregate, create the reportslater for all the intersections it has so we can aggregate thesething, so you can aggregate so you can get individualinformation on each car, on each intersection, on each road
Other;the intersection knows how many cars it has, and fullinventory of each car's direction, status, waiting, and waitingfor what.
Other;this is an approach
Other;i mean, the roads have a length
Other;i mean with that they havetwo intersections coming to four turn lanes, i mean that's theproblem
Other;i'mtrying to figure out how to capture the state of a car going down aspecific road
Other;kind of the situation of how they are physically doesn't matter,we just more care about what's leading up to it, and what it'sleading off to.
Other;that's the real scenario
Other;what i'm wondering is that, is it one of thoseÇ-
Other;. you would have some kind of patterns for traffic lights, different ones which you will use on different intersections
Other;at least a starting point and end point
Other;for me itís the traffic on a single road
Other;you should be able to say how many cars per or something it should create
Other;you wouldnít provide some kind of element to draw intersections immediately but rather focus on drawing streets and then for like crossing streets we then have intersections that should be detected automatically?
Other;and ithas a queue, which of course has push [inaudible]. okay.
Other;it has sensors and, it has the timing, current state, no it hasticks in current state
Other;n = new network,, c = new clock. andthen we go c.run(n).
Other;so maybe this is public and this is private in the sensethat you only ever have roads in the network when it's at theintersections because i don't think, i'm trying to
Other;permutations that happen at eachintersection
Other;reallywhen you're filling out stuff about an intersection, you're fillingout information about each of the approaches
Other;this in html.reporting
Other;, i was kind of assuming simple db here.
Other;would need to be persistable.
Other;and not the primitive type that was essentially
Other;but the overall implementation should be able to work with more roads or less.
Other;for now we donít have any attributes for the endpoint
Other;in there, there is a boolean attribute indicating the sensors are available.
Other;is it an attribute for the road?
Other;so letís add an interface then
Other;so we do some kind of extra class or interface for intersection
Other;the name for the interface
Other;okay so it says that's up to us
Other;so dowe want to have visualization of cars moving along aparticular road in a geometric sense?
Other;so now the push is not just the random numbergenerator for frequency, but there's also random numbergenerator for zero one for left versus right
Other;. so add road could potentially have, what's theplace you could ever, you did this.
Other;but should readily accommodate six intersections--okayso we can actually accommodate [inaudible] larger
Other;create a road there's no intersection, so road existsoutside of the intersection
Other;it would have multiple lanes so thatin a sense it has multiple queues
Other;like so that you've got this intersection next to thisintersection and if this road fills up, then even
Other;right so this is now a ui piece and the dot, brings up youreditor with frequency of, your frequency value
Other;so
Other;so all these lines of
Other;so clock is a controller
Other;so do you want
Other;so for every tick, the analytics guy does asweep, collecting statistical data about the state of each tick
Other;so foreach road in the simulation we look at the car at the head ofthe queue
Other;so get rid of this
Other;so highlight
Other;so i
Other;so i can see traffic flow across it.
Other;so i think that might bethe best way to communicate interaction design.
Other;so i think that's
Other;so i was thinking
Other;so if the
Other;so i'll use a soliddot to mean ownership and then an open dot to meanreferencing. so the network owns the roads, the networkowns the intersections but the intersection can referencethese in and out roads. alright, so i guess we need, addroad
Other;so i'm thinking maybe
Other;so instead of just a straight
Other;so is there someone looking at the networksaying the average congestion is, or the average wait time ofa car is,
Other;so it might be thatthe road has some number of, an ordered list of cars that aremoving along the road and only when they get to the end ofthe road do they get pushed into the queue.
Other;so it should
Other;so it's a visit
Other;so it's got to be just a grid likethat. that's fine.
Other;so it's like8you're inferring intersection at crossings.
Other;so it's saying at each tick we see where the problems occurand maybe make a road blink red if it's full and
Other;so i've got two car lengths
Other;so let's
Other;so max cars, holds n.1
Other;so maybe
Other;so maybe it'sreally a function of the result of how the intersections arelaid out. and the relationship between the intersection. 8
Other;so maybe we
Other;so mostly straight and sometimes
Other;so next userstory
Other;so that comes back toanalytics right?
Other;so that kind of comes into car
Other;so that thisintersection is connected to this one, or is that
Other;so that would
Other;so that you
Other;so that's just the function or the property on thelight
Other;so that's one thing, and also like how longthese signals stay green
Other;so that's the basic way to kick it all off i guess
Other;so the cop as,
Other;so the empty network is what we started outwith a blank page, as they drag a road on, that instantiates aroad object
Other;so the only other way youcan get through
Other;so the pop
Other;so the random number
Other;so then you drag
Other;so therandom
Other;so there needs to be some logic about, wellthat's interesting so there's a notion of the road in, road out.
Other;so there's through here, off ramp and onramp right
Other;so this is interesting, so now should allow for roads of anylength to be placed
Other;so this network or graph hasadditional constraints.
Other;so this one piece of state we haven't captured is whether aroad is an interior or we should call it an onramp
Other;so this whole thing we should talk about road, got this modelcontrol or
Other;so we
Other;so we almost don't need a--well, we need car to havesomething in the queue
Other;so we could come
Other;so we makeroads, right. so one m of intersections and we would haveroad connected to the intersection or the intersection has2paths
Other;so we need to communicate the interaction
Other;so we want to, you know, does thishappen basically.
Other;so wecould introduce a notion of speed into our queue
Other;so we're
Other;so we're getting some credit collection of rules here
Other;so we've created a basic [inaudible] for it to run in.
Other;so we've got a great
Other;so when it comes
Other;so where you
Other;so you can't
Other;so you click an
Other;so you have a consistent road network.
Other;so you have to explain
Other;so you want the
Other;so youcould simplify
Other;so you're
Other;so you're just doing it
Other;so, go ahead
Other;so, something happens as an external controller is ticking themodel
Other;sodoes it have a sensor, yes, no
Other;sothat we
Other;sothis can be bigger than the window so scrolling, stuff likethat
Other;then this guy would have a state. it's like okay i'vebeen in this state for two ticks, go to three don't change, goto four change, something like that. right, so this guy has anotion of the state of the light but also time and currentstate, right. so, the clock ticks, the cop says look at whatlights are green, one tick means one car goes through so wepop off the end of the queue, we say the cop notices the endof the intersection has been in this state for one tick so nochange needs to be made. and then we get the same greenstate
Other;we're prettyconstrained in what we draw geometrically so it almostseems like it might be nice to [inaudible] the geometry fromthe simulation
Other;so once the car exists
Other;it'd have to be in 60 because you'd only get [inaudible] onthe green, [inaudible] on the red
Other;know there is an overlap when both of them are red,because people run yellow lights, and they run red lights at theend so you'd get a collision
Other;meaninglittle dots are moving, showing you how the traffic is flowing
Other;o
Other;okay, so that's another thing we want to be able to specify indrawing.
Other;so i think it'sa little confusing.
Other;so it would be 50 seconds
Other;so it's almost lik
Other;so it's like a drawing tool that can allow them to lay downthese intersections
Other;so one thing is
Other;so the
Other;so the intersection
Other;so the traffic pattern
Other;so then it's divided pretty much between green and...
Other;so then this would be intersection b2.
Other;so there is a finite number
Other;so this can get fairly complex very fast because you have allthese intersections
Other;so we don't need to really place traffic lights,
Other;so you couldn't
Other;so you're going to have
Other;there's kind of a drawing area here
Other;well, so one little thing besides laying out the roads. weneed some kind of visualization of the map
Other;so this is the left turnlane
Other;. and so you find this flow which islike,
Other;actually it doesn't require them to save it actually.so theoretically it's all good memory.
Other;and so can you hit
Other;and so instead of going from intersection
Other;and so this guy has this loop, this do sim loop,and these are kind of the drivers of the system
Other;and so we think about, termination of, do we get flow out of thissystem, do we think about
Other;basically this needs tomodel a set of use cases.
Other;so a lane has a signal, you know just kind of abstract.
Other;so basically each entry into the intersection there's going to be nnumber of signals
Other;so basically intersection is going to say to this road, you know r1,r2, r3, r4
Other;so basically there would be a queue
Other;so basically we need an option to say
Other;so each road is going
Other;so how are these signals
Other;so howÇ-what is the behavior of the inputs andwould there be any requirements on that?
Other;so i have a leftÇ-turn lane
Other;so i mean at that
Other;so i think
Other;so i think one of the things we'recoming out is the roadÇ-i don't know if it has lanes so much as ithas, you know left, straight, right
Other;so i think we
Other;so i would
Other;so if we
Other;so in terms of software
Other;so it depends
Other;so it seems like they're designing
Other;so it sounds like the intersection needs to basically grab from thisroad to whatever connected road it needs to go.
Other;so let's get into that.
Other;so let's go with the minimum so
Other;so our intersectionsÇ-so it seems like our real thing isÇ-now
Other;so roads is the means by traffic gets to each individualintersection so we have to have a connection ofÇ-the intersectionhave to be connected in some way. so that the roads would beour connection points
Other;so that if
Other;so that way the road
Other;so that's another
Other;so the big rocks we're putting in the jar are
Other;so there's
Other;so there's this protected left
Other;so there's this, this relationship here. each road connects to twointersections
Other;so this is really all the editing someone's
Other;so this road ends into one of its endpoints is an intersection
Other;so this, i think, is the model on which to build the end userapplication.
Other;so timing
Other;so to keep it moving
Other;so we definitely have
Other;so we have a model
Other;so we have this behavior
Other;so we kind
Other;so we want simple
Other;so we've got kind of this,
Other;so what are the aspects of the speed that are important?
Other;so which ones do
Other;so you
Other;so you just haverotating green, yellow, red
Other;so you've got an input
Other;so, we need aprotected left
Other;so. we can think
Other;so i guess density is not enough
Other;and this i guess is easier than doing the same logic and afterwards subdividing the roads always
Other;letís say you are in editor mode in the map and you want to move an intersection or something like that. then moving that intersection would be very complicated, because you would have to take into account how the roads were drawn initially and so on.
Other;so four
Other;so if it comes to density i would add the traffic item not just having a description on the road, because i guess in which direction you are going, you want to have it more advanced and if we are starting the system these kinds of requirements will come
Other;so if we take this example and you just want to move this intersection over here instead. you have a road going out there, and another one going there, and another one going there.
Other;so itís clear that there could be not any more than four way intersections
Other;so itís stated that it is related to the intersection, not to the road.
Other;so then you could follow an individual car how it goes through the map and then the simulation of every car that would be the traffic model with a density for a single road and so on.
Other;so traffic light behavior can be defined
Other;so you have the road endpoint, okay, and therefore we have, what was it? the road has two endpoints
Other;so i guess density is not enough
Other;and this i guess is easier than doing the same logic and afterwards subdividing the roads always
Other;letís say you are in editor mode in the map and you want to move an intersection or something like that. then moving that intersection would be very complicated, because you would have to take into account how the roads were drawn initially and so on.
Other;so four
Other;so if it comes to density i would add the traffic item not just having a description on the road, because i guess in which direction you are going, you want to have it more advanced and if we are starting the system these kinds of requirements will come
Other;so if we take this example and you just want to move this intersection over here instead. you have a road going out there, and another one going there, and another one going there.
Other;so itís clear that there could be not any more than four way intersections
Other;so itís stated that it is related to the intersection, not to the road.
Other;so then you could follow an individual car how it goes through the map and then the simulation of every car that would be the traffic model with a density for a single road and so on.
Other;because otherwise the other cars just need to wait until no more cars actually crossing the traffic light and we need to take this into account.
Other;because otherwise this might result in a crash
Other;because then this might result in an accident
Other;if we have multiple intersections and then of course
Other;o maybe i mean, thatís the thing, you just have to draw a road, because all of them should have traffic lights
Other;so basically
Other;so i mean
Other;so maybe
Other;so that is i mean the easiest i guess
Other;so then you have an intersection
Other;so there is no undo
Other;so we can see what we
Other;so we have
Other;use the road symbol and also draw intersections like this then of course we would need to allow him to draw traffic light symbols in addition to that
Other;i guess i should put wait time here, capacity here.
Other;it should bepossible to create a busy road or a seldom used one, or any 0variation in between.
Other;so that'scase one, that's case one. case two would be we've got aleft-êhand turn and we're either yellow or
Other;the cop is looking at well state of thesignal and the some
Other;, that's the complication that arises when you allowthat, is you have to figure out how it's--
Other;. a cop is kind of controlling the state of the model
Other;also don't need to push on herebecause the--this, you don't need to randomly push on herebecause all the cars coming in this queue are going to becoming from this road. either from here, or from there.
Other;also maybe analyze the load on an intersection for road, fora particular road
Other;although i mean theoretically you could do somethinglike this
Other;and as well as the signal.
Other;and it also corresponds to time
Other;and so the copsays okay, i try to tick, the intersections says i'm still or thatlight says i'm still green, and let's suppose this guy has rulessaying every four ticks change the colors of the lights.
Other;and so, should we say the initial state would be this lightsgreen and this lights green.
Other;and that also maybe also [inaudible] as the right hand turn
Other;and the fact that we can't have a t-êjunction keeps us fromdoing things like that, right
Other;and the results of pushing and popping.
Other;and then depending on 3what type of car, you queue it up on the lane.
Other;and then some t, at some point t one later.
Other;as capacity increases, the wait time doesn't increaseproportionally
Other;because cars into this road can come from here goingstraight, here turning left, or here turning right
Other;because each road can have adifferent rate.
Other;because i think observegets into the analytics
Other;because i think one of the goals here is tocommunicate this to
Other;because i'm having trouble
Other;because i'm thinking
Other;because it can't turn ifthe road in the opposite has cars in it.
Other;because it kind of applies
Other;because it's the cop that's receiving the tick, right?
Other;because let'ssuppose we make it so every
Other;because now as you drag thisone over you've got to make sure to drag that one over
Other;because roads kind of come in pairs as faras we're concerned
Other;because that might be avariable way of entering
Other;because that then really shows the success of the networkoverall
Other;because that's a way tothen, you know that's a way to sort
Other;because that'sthe queue for the light.
Other;because the popping logic, you can't pop ifthe other road is full
Other;because the simulation is supposed to be not just one
Other;because thenwho's responsible for coordinating.
Other;because they've got to be
Other;because we have directional graph andwe have [inaudible] and dopplets of what's a valid graph
Other;because we're not supposed to have t-êjunctionswe're supposed to have...
Other;because you could also, imean, theoretically you could also have an intersectionwhere this goes left and straight and this is just red.
Other;because your'e talking abouta kind of combination of a rule and an action,
Other;because, forinstance if this
Other;because--so anyway we go through the intersection
Other;because--this would be interesting things tosimulate.
Other;but i think that would become a bit spaghetti
Other;controls
Other;crossing roads
Other;cuz that's something
Other;directional -- okay. i'm thinking this is a queue, this is aqueue, this a queue.
Other;evaluation should be, should we say areable to evaluate per intersection or per
Other;here, maybe we should do it a little moreformally
Other;i guess aspects of parameters of the simulation, really
Other;i guess in our view that's not always true
Other;i guess the only last thing isthere are cars that are created by the--cars that are createdessentially by the cop and introduced into onramp roads.and they have certain states, we've said.
Other;i guess the other thing that would be--the other big piecehere is analytics,
Other;i mean you could go top left
Other;i meant connecting intersections
Other;i think we canassume we have a video camera rolling and we can gothrough the other scenarios
Other;i want to evaluate success of each simulation.
Other;i'm thinking that would be implicit inthe sense that i drag a road vertical, and i drag a roadhorizontal and the geometric--
Other;i'm thinking, yeah, i'm thinking in terms of model-êviewcontroller
Other;i'm wondering with half an hour left if we need to thinkabout how to--
Other;inaudible] has a type for a
Other;it might not even matter so much in that
Other;it seems like maybe, because then you have to then it'sseparate then you have to do them in sync. so maybe it'sreally a function of the result of how the intersections arelaid out. and the relationship between the intersection
Other;it sort of seems like it is appropriate because a copneeds to look at the top of the queue, or needs to look at thetop of the queue to see what kind of car it is
Other;it's almost like you just step up a level and have anobject called a network and that's the thing that assemblesintersection out of roads and knows whether its an exteriorroad or an interior road and all that
Other;it's almost like you need to traffic cop, right, traffic copcontroller
Other;it's an interior road if anotherroad--because this says you're going in here and out here sois this--is an interior road just one queue or in general
Other;it's coming together though, i think. it's just more rules.
Other;it's going
Other;it's like there's a network kind of as well saying, okaywell we--i have, this line here says for each road in thesimulation do something.
Other;it's not going to work. that's
Other;it's really a geometric property of the road
Other;it's sayinghow far along are you in your road
Other;it'sreally just a list of road, road pairs i guess, and thenintersections
Other;maybe this is this card, this push notion right now and just ahand wave and have it happening in a global sense
Other;maybe we randomize the--at a pop and push. wealso then randomize the actual direction of the car.
Other;my first inclination is to say, okay the rules if rules can getpushed into the objects and then tick maybe into the--distribute the rules into the network and then at every tickeach aspect, each car gets a tick, each intersection gets atick, each road gets a tick.
Other;my initial thinking was you'd have intersection object thatcontained four roads they're all incoming roads
Other;now left-êturn is a little more special
Other;now we're looking at this visually is thisnotion of speed of the car through a particular road
Other;oh right, like a traffic jam
Other;one car per tic.
Other;one thing we could simplify is, in order to get--because thismatters
Other;say some number of cars per minute while the lights green.
Other;say start with a model and start with the simplestmodel to get the simplest intersection flowing with cars andtiming
Other;so i guess then [inaudible] is no pop
Other;so intersection then we need car, we need the notionof time, this is a simulation of time
Other;so maybe a drawing of a, the simplest intersection, right, andan intersection, and have a particular road would have -ê it'sdirectional on either side, right. there are some number ofcars flowing on a particular road waiting at an intersection.there is a clock, right, that governs when the lights change.so, there are lights, right. this goes across the street rightthere.
Other;so maybe we should run through some,you know, how pictures will change from one moment oftime to another and think about how the software wouldcreate those pictures maybe.
Other;so our onramp, offramp
Other;so the cop looks at the intersections says okay it's Creative Conflictn light on these roads. this road has some number ofcars in it. if the lights green one tick means we pop and wedo that queue and second picture. so, from t zero to t onethat's how we've gone through two
Other;so the frequency f here is not a global to the network, it's asetting on a particular onramp road.
Other;so two things: design and interaction
Other;so we have to have some sort of timer model that
Other;so what i'm thinking is maybe there's arandom number generator here that has two inputs of likebasically the probability, right
Other;so, let's say delta one tic maybe or something
Other;so, one thing wehaven't talked about is how we in queue a car.
Other;so, yeah i guess at a very base level we kick everything offwith main( ). right
Other;somehow we need to represent the amount of trafficor traffic flow
Other;speed of simulation
Other;speed of the car
Other;start, observe, and then we'll put pause
Other;that kicks off events and then which then make a [inaudible
Other;that kicks off events.
Other;that's another thing is thelight
Other;the classjust gets huge and you end up [inaudible] it. but yeah, i likethe [inaudible
Other;the cop, let's do--so it has sort of rules
Other;the lane would be an addition of the road with somespecific logic data.
Other;the next direction of the car.
Other;the other way
Other;then this way wecan, it's really the network that runs the road,
Other;then what we're really trying to do isminimize the wait time
Other;therandom number generator could saturate the space on theroads.
Other;there's rules governing if you have two carsgoing into the same road, which goes first per tick,
Other;this guywould have the sensor state,
Other;this is a queue and what we're reallyinterested in is how those cars queue up, how big the queuesget, when the queues release and how many we can pop-êupthe end of the queue for some given clock tick. then we cankeep speed constant for
Other;this is starting to sound very--i mean i can already see thelength of the source file for the car
Other;those are randomly generated, and maybe thetype of car has a random output
Other;traverser of network
Other;two queues.
Other;unless you're the terminator and you've beamed acar.
Other;until he passes the intersection, or whatever. and gets onthe next road
Other;we could make this pretty simple
Other;we have some constraints on the flow of the queuesbecause we can't have lights coming in a collision course.
Other;we need something that represents intersections.
Other;we should talk about road, got this modelcontrol
Other;well capacity is a good one to have because then you canevaluate wait time per
Other;well it seems like a lot of the logic is going to be--a lot of thecomplication is going to be in the push and pop actions
Other;we're saying there's a, so then, these are objects right.so, maybe what happens is the clock is the controller, it'schanging the state of time so time can tick, right, that's anamount of time. the clock does the ticking, right, and nowthe tick, time is part of model that is state, but as timechanges some cop object or something responds to timechanges, right, and is responsible for changing state ofmodel.
Other;what i'm thinking is like you have this data structure of thistraffic cop that responds to ticks by analyzing the state of thetraffic signal and then, you know, pushes cars on and offqueue depending on the -ê
Other;where it could be going. and theseare basically, these better be pointing
Other;where you put these roads determines how the queue,the maximum number of cars in an intersection
Other;whether it has a sensor, and maybe some logic around--sortof setting in the rules we need some sort of rule editor
Other;would that be a property of the car onthe current wait time or something like that
Other;yeah maybe let's start with thenetwork
Other;yeah we could make it all horizontal and vertical roads soyou start on, off, on, off, intersection,
Other;you can't pick up thisintersection, it would make sense to move the entire road
Other;the traffic pattern object, the big guy, owns all the cars,and as it manufactures them, as it factors them out, it createsthem in some flavor,
Other;we'll say you should getstarted on this much, we need to go and clarify this withprofessor e
Other;also
Other;and also
Other;and by default it eitherhas or does not have a timing setting, so very quickly you cancreate something without fussing with it too much, and bydefault it has to assume
Other;and it also seems like
Other;and that's my point
Other;and then there's some way to
Other;and then we have some way of saying
Other;becaues
Other;because
Other;because in real life some intersections you cannot.
Other;because it knows where it's going
Other;because thatjust made it complex
Other;because the road knows about intersections, and then thewhole map.
Other;becauseas you start adjusting here it would go here as you wouldósoyou can almost go infinite here so it has to, you just give it.
Other;becauseotherwise
Other;becausethat'd
Other;but
Other;but also i think
Other;but i'm saying that you would say that 10% of cars willbehave like this, 10% will go straight, 10% will go tointersections and turn
Other;but its not necessary
Other;but jim did we finish with the cars kind of
Other;but you know that you brought up a point you know
Other;cause there's a lot of complexity
Other;deally, thesystem should be able to
Other;either
Other;erhaps theres
Other;hat's going to cause traffic problems here.
Other;how do you assess, you know, what is the optimalósothis is the grid, what is the optimal setting of the intersectionconfigurations with this traffic pattern.
Other;how far is it between each leg orwhatever, each segment.
Other;i could see in subsequent versions
Other;i feel likeyou should have to specify only maybe two directions orsomething
Other;i guess
Other;i guess that's all.
Other;i just think
Other;i like it better down there
Other;i mean
Other;i mean we couldjust say, you know, the distance between 1st street and 2ndstreet is this,
Other;i mean, we have to state this because if it's notó
Other;i think
Other;i think from the user's perspective
Other;i think it's just saying
Other;i think that's an importantpart of it
Other;i think the intersections just occur.
Other;i think this
Other;i think we kind of covered all thethings we wrote up here
Other;i think wehave to talk to professor e again, because she didn't specify themost important aspect of it, which is how do you know thatyour lighting system is working to its best potential? i candraw the map, i can specify all these parameters and now i runit, how do i know this is good
Other;i think we're going to have to rely on professor e forcreating the details about the theory of how that works. i mean,we might have to code whatever her understanding is of trafficlight theory into it
Other;i want to do
Other;i would go
Other;i would probably wantto be able to hover and somehow in?place edit
Other;i would say
Other;if
Other;i'll tell you what's going to be interesting is these students,whether there's civil engineers but, you know they're doingcomputer science stuff, so their next step after this is to takethe software that you've been given and program the smartsinto it so that it can do the timing for you automatically.
Other;i'm entertaining this idea
Other;i'm still unhappy
Other;i'm thinking
Other;i'mguessing
Other;in other words
