Dimension;Transcription
Creative Conflict;traffic is not visualized really, and we could also have a visualization of the traffic, could make sense
Creative Conflict;we donít have i mean the visualization for it and iím not sure how we should.
Creative Conflict;we should have both
Creative Conflict;yes, either a road or intersection. you can see the details.
Creative Conflict;you are right, based on the current things it doesnít make too much sense that you have this reuse of traffic
Creative Conflict;but of course also
Creative Conflict;if it was green before, we have to change
Creative Conflict;if we select
Creative Conflict;if we, first time when you draw something and then try to play
Creative Conflict;meant that if we want to detect it automatically we have to say
Creative Conflict;, i am not sure
Creative Conflict;ah, ok because that was something i was just wondering about, whether we should
Creative Conflict;am still not sure how to
Creative Conflict;and of course the, that i guess, that itís not something that we have to design
Creative Conflict;and so, or sequences or more than one traffic
Creative Conflict;anyway, but that the
Creative Conflict;because otherwise the other cars just need to wait until no more cars actually crossing the traffic light and we need to take this into account.
Creative Conflict;because otherwise this might result in a crash
Creative Conflict;because then this might result in an accident
Creative Conflict;but does the user need to be able to define in our simplified version?
Creative Conflict;but how should that work
Creative Conflict;but i am not sure, where
Creative Conflict;but i donít know how to easily program that kind of behavior
Creative Conflict;but i donít think it is necessary, but i mean that depends
Creative Conflict;but i don't know that's also
Creative Conflict;but i mean a very easy way, oh but then you have to rename them
Creative Conflict;but i think it might not be very handsome for meaning for the
Creative Conflict;but if
Creative Conflict;but of course would increase the complexity of the
Creative Conflict;but rather focus
Creative Conflict;but that they reference each other in some way.
Creative Conflict;but thatís what i meant with my circles
Creative Conflict;but then
Creative Conflict;but then i mean
Creative Conflict;but then i was thinking about how to describe the sequence and
Creative Conflict;but we probably also need to take some delay into account
Creative Conflict;can both of them be orange at the same time for example?
Creative Conflict;exactly
Creative Conflict;i am not sure
Creative Conflict;i am not sure how to deal with the wave her.
Creative Conflict;i didnít take it into account that it says that enters the map on a given road, so but then itís probably better to do like this at the start of the road or at the end of the road,
Creative Conflict;i donít know
Creative Conflict;i donít know how to design it
Creative Conflict;i donít know,
Creative Conflict;i donít think so,
Creative Conflict;i mean the easiest way is to just have as you said, timings
Creative Conflict;i think so because you should be able to have, you should be able to have intersections with no sensors then the intersections lights should be able to change based on the input from these sensors, so then
Creative Conflict;i was just thinking about the other possibility, whether we should design it like this: in an intersection
Creative Conflict;if the user has to use the intersection symbol then we could definitely do it like this
Creative Conflict;if we have multiple intersections and then of course
Creative Conflict;if you assign like some kind of ids or whatsoever to the traffic light then perhaps one traffic light could reference another traffic light and the theoretically.
Creative Conflict;if you draw road here it should, you should be
Creative Conflict;if you know it then you can take it into account
Creative Conflict;if you set, if you set the one with the arrow, if you set that one to being green 30 seconds then you know that that one the other one is up and down right
Creative Conflict;if you will start simulation
Creative Conflict;itís a simple solution but we could do it some way different like this but then we would probably need some kind of main, i donít know, main traffic light or reference point for the traffic lights so that we know, when will which one start and which one, so i mean
Creative Conflict;mean if we consider our example, i mean in some way, letís just
Creative Conflict;no, i donít know, that doesnít matter.
Creative Conflict;o maybe i mean, thatís the thing, you just have to draw a road, because all of them should have traffic lights
Creative Conflict;ok, yeah
Creative Conflict;or do we need this for every intersection?
Creative Conflict;or down to up
Creative Conflict;or one
Creative Conflict;or other shorts what you defined with the circle, letís just say for the safe of complicity, itís like this, so then this one would be green in the beginning and by no car would be in this area, no car would be here, thatís, here we have these two nice cars
Creative Conflict;or should you be able to set like, this is car spawn, the car spawn, which spawns cars and this is like a sync where cars disappear.
Creative Conflict;perhaps this is not a very good idea to draw in this direction
Creative Conflict;perhaps we simplify draw intersections for lazy students
Creative Conflict;so basically
Creative Conflict;so create a crash if this car would drive here
Creative Conflict;so either they should be able to use go like 20 seconds red, blablabla blablabla or depending on this senso
Creative Conflict;so i donít know
Creative Conflict;so i mean
Creative Conflict;so if you can set how long the one that you draw an arrow to if she said this one to 20 seconds green and maybe orange or yellow,
Creative Conflict;so that is i mean the easiest i guess
Creative Conflict;so then you have an intersection
Creative Conflict;so there is no undo
Creative Conflict;so we can see what we
Creative Conflict;so we have
Creative Conflict;thatís right, i Creative Conflict, so we should
Creative Conflict;the question is whether we, should they put the sensors wide away or whether we should do try to find a means brake without the sensors and see whether itís a, what we achieve there
Creative Conflict;use the road symbol and also draw intersections like this then of course we would need to allow him to draw traffic light symbols in addition to that
Creative Conflict;whether you should be able to position this car spawning symbol at the beginning or whether it should be just able to detect this is the beginning of the road
Creative Conflict;which would of course require us to be able to, i donít know, either
Creative Conflict;yeah i mean it would be interesting because then you can create more complex pattern and so, or sequences or more than one traffic light.
Creative Conflict;yeah so then we should be able to connect them somehow.
Creative Conflict;yeah, exactly
Creative Conflict;yeah, exactly, thatís what i mean,
Creative Conflict;yeah, for me it doesnít matter
Creative Conflict;yeah, i am not sure,
Creative Conflict;yeah, of course we could also do it like this
Creative Conflict;yeah, yeah
Creative Conflict;you have to switch to green or to orange or red
Active Discussion;i donít see anything.
Active Discussion;does that saygreen, red, and left?
Active Discussion;does the network also split up the roads
Active Discussion;how do icreate an intersection
Active Discussion;is itthe same thing?
Active Discussion;where does that say off ramp?
Active Discussion;would that be a property of the queue or a property of thecar?
Active Discussion;you mean the actual data structures?
Active Discussion;and what does that mean?
Active Discussion;but what constitutes a well?movingtraffic
Active Discussion;but what does the intersection, what is the purpose of theintersection in life
Active Discussion;right
Active Discussion;how do you coordinate that between all signals at eachintersection?
Active Discussion;is it a push or a pull model with the intersections
Active Discussion;so howÇ-what is the behavior of the inputs andwould there be any requirements on that?
Active Discussion;that's where i always liketo start. how do you see the code beingÇ-just kind of thestructure of it being broken down?
Active Discussion;the only thing i'm kind of botheredis how do weÇ-how does this guy come into play in all of this?
Active Discussion;would it add a car?
Active Discussion;ah road density or traffic density?
Active Discussion;by moving the intersection you mean also changing the geometrical appearance of the roads?
Active Discussion;do you just want to be able to design the traffic for one of the parts?
Active Discussion;do you want to only be able to design the overall thing, which then would be an issue regarding the traffic
Active Discussion;is a road always that ending at an intersection or is a road like the designer when he starts to design the map, like i did right now?
Active Discussion;is it the traffic of the whole system or the traffic of a single road
Active Discussion;so whatís the difference between the visual map and the rad layout
Active Discussion;so you just mean the attributes regarding sensor and the assigned traffic lights and traffic behavior?
Active Discussion;what do you mean bigger level?
Active Discussion;what do you mean by moving the intersection?
Active Discussion;what do you want to say?
Active Discussion;what is the traffic class actually representing
Active Discussion;what were you thinking?
Active Discussion;why what? the part i donít get is why we donít have traffic density.
Active Discussion;yes, i mean my main point is what would be part of that view?
Active Discussion;you mean attributes describing the geometrical positioning of everything?
Active Discussion;do they have to?
Active Discussion;in the four?
Active Discussion;is there a certain reason for you drawing this options of like roads or traffic signs to the right hand side of the window?
Active Discussion;is this how they set, did you mean, by adding car symbols?
Active Discussion;what do you mean?
Active Discussion;which other one
Active Discussion;yeah, which one starts, yeah exactly, which one is triggered first, thatís what you mean?
Active Discussion;yeah, you mean that we somehow connect them?
Active Discussion;you mean the signals of the same intersection
Active Discussion;you wouldnít provide some kind of element to draw intersections immediately but rather focus on drawing streets and then for like crossing streets we then have intersections that should be detected automatically?
Creative Conflict;actually i [inaudible] should either.
Creative Conflict;ah okay, you say this is some kind of, yeah, but this could be possible in both cases
Creative Conflict;i would say both is good. i think default timing should also be available or which is always given and then you can define which default timing can be used.
Creative Conflict;iím just thinking not only from a visualization perspective but also from a simulation perspective
Creative Conflict;we should have both
Creative Conflict;yes, either a road or intersection. you can see the details.
Creative Conflict;no, i donít know, that doesnít matter.
Creative Conflict;yeah, for me it doesnít matter
Conversation Management;okay so it says that's up to us
Conversation Management;and nowshould we try
Conversation Management;and then come up with progressively--start off with thesimplest user story, and then progressively add user stories3and then maybe have pictures to illustrate how in our systemthose user stories will be achieved
Conversation Management;at least we can go through it right now. a few tables
Conversation Management;fifteen minutes into documenting,talking about the engineering design, code structure
Conversation Management;i guess we should write some of these things down.
Conversation Management;i was thinking we could startwith what we have now and fall on a user story of runningthis simulation now.
Conversation Management;i'm sort of reminded of the fact that we're supposed to allowlights to have sets of rules
Conversation Management;i'm wondering with half an hour left if we need to thinkabout how to--
Conversation Management;let's sketch a ui
Conversation Management;maybe we can peg that for the moment and introducethat as we flush this out.
Conversation Management;maybe we should start talking about the u
Conversation Management;should we start soon?
Conversation Management;so basic--design a basic structure of code.so to me, that's where we've got the model. the model anda little bit of how controller controls the model.
Conversation Management;so should we talk about end [inaudible
Conversation Management;well let's stick to the grid
Conversation Management;well now, intersection class
Conversation Management;we'll tackle that when we get there
Conversation Management;well we can write that down
Conversation Management;where's the first place to start?
Conversation Management;yeah maybe let's start with thenetwork
Conversation Management;does the professor want the students to learn that through trialand error
Conversation Management;goal is that as many cars are moving at any given time asclose to speed limit as possible
Conversation Management;his is always the point where i'm scared toerase the board. we need to take a picture of that.
Conversation Management;it's kind of like i go back, like what is exactly theoutput, you kno
Conversation Management;letme erase over here. it's this stuff that i'm worried about. it'skind of sketchy.
Conversation Management;lets assume this, lets assume it's inside a city so...
Conversation Management;summarize the unclaritiesthat we had for professor e
Conversation Management;this is something where i'd go back to the customer and tryand figure out
Conversation Management;this is when i pull out my camera
Conversation Management;this is why we need to check with theprofessor again
Conversation Management;where are you drawing
Conversation Management;let's see what other data do we pull out
Conversation Management;call it a [inaudible] requirement. cool. let's check for anyother...
Conversation Management;concerned with too much detail before weevenÇ-otherwise we're going to cut stuff out.
Conversation Management;i think we haveÇ-we can probably numerate the rules we'regoing to need too.
Conversation Management;i want to start by hearing your summary of this
Conversation Management;let's dive into that a little bit.
Conversation Management;let's explore that
Conversation Management;let's put it in there and we'll capture that.
Conversation Management;let's take that oneout
Conversation Management;so let's hide that detail. [inaudible].
Conversation Management;start twoengineers on the model, one engineer on the ui. get the modelgoing ahead. cool.
Conversation Management;the next step i would do is to
Conversation Management;we should model that
Conversation Management;guess we are also finished regarding the time, i guess we can stop here.
Conversation Management;i guess we can just restart
Conversation Management;i mean best we have 20 minutes.
Conversation Management;it could be some kind of traffic connected but we can also just leave it for now
Conversation Management;maybe we can remove it afterwards for other discussions?
Conversation Management;say okay we do a different tree on the right side which is just the overall items and these could be specific items which are road.
Conversation Management;should we go lower again and restart from the beginning, i donít think itís too difficult.
Conversation Management;ah okay, we have some time left. thirty minutes, okay
Conversation Management;but i just mark it blue to say we think it would be useful and should we go in this direction but to make a clear difference to what was our initial purpose regarding the requirements
Conversation Management;but i would make a statement like, what is it, zoom out, view and the model ad in between there should be some kind of controller, i put it here.
Conversation Management;but it really relates to exactly how ambitious we are
Conversation Management;but this should be something we keep in mind saying thatÖ maybe i can write it here that this needs to be recalculated
Conversation Management;do we have other items we are currently missing?
Conversation Management;how longÖ should we do this to 10.30?
Conversation Management;how much time is left? 10.30?
Conversation Management;i can also do it in blue as it is not part of the requirements.
Conversation Management;i think, i mean from the mental point of view i mean we are more or less done even if we define the controller and some use cases itís more boiler plate type of things.
Conversation Management;i will draw traffic, traffic light and traffic light behavior in parallel
Conversation Management;i would say itís too much, we donít get this done in time.
Conversation Management;later on we could also have this for the purposes you have described that all the attributes of the car like length or speed could influence the traffic at all.
Conversation Management;maybe for now itís fine in that way.
Conversation Management;maybe thatís also something that we cannot design right now in time
Conversation Management;maybe we check again the requirements, just go maybe through what we have or if we have everything.
Conversation Management;not that i can think of, maybe we can read the requirements again.
Conversation Management;now we can move it.
Conversation Management;okay then maybe letís check again the requirements
Conversation Management;so itís currently maybe a question how much is really necessary
Conversation Management;so maybe we draw this and then we make a component diagram sketch on saying which items we would put together and thatís it
Conversation Management;so maybe you start to do something and then i will continue that
Conversation Management;suspect we are going to have a lot of use cases, not sure we have the time for that.
Conversation Management;then i will remove it again
Conversation Management;this is also why i would do this in blue meaning this could also be an additional information
Conversation Management;this is where iím thinking about kind of which view we should have on this,
Conversation Management;what is the next?
Conversation Management;what was the timing? how much time is left for the design phase? (asking andreas) who?
Conversation Management;yes i would say letís start easy and we can add additional things later on
Conversation Management;ah no, this is not working
Conversation Management;ah, ok, so i donít know why, at least we can both draw
Conversation Management;ah, yes, ok, itís fine, so once again i will also try to draw something, ok?
Conversation Management;and further we figure to, i mean we can delete it afterwards.
Conversation Management;but ok, should we leave the main window as it is. i have it as a paper in my hand
Conversation Management;first of should we both zoom out to the maximum so that we always see everything?
Conversation Management;i donít think so
Conversation Management;i think thatís everything to be said.
Conversation Management;i think this should be the only issue right now
Conversation Management;i thought i was drawing again, perhaps we need to activate the mouse again
Conversation Management;mean first we can assign numbers here to be able to talk about it.
Conversation Management;ok
Conversation Management;ok, finger works
Conversation Management;ok, perhaps, i need to read this bullet point c again to actual look what it says
Conversation Management;ok, so where did we stop?
Conversation Management;outside, oh yeah
Conversation Management;perhaps, there are just some basic question in the beginning
Conversation Management;so basically we could do first thing what was on the lefthand side, what i was trying to achieve here
Conversation Management;so some streets again, delete that later
Conversation Management;so thatís no, i think we didnít draw so much, so thatís no big deal
Conversation Management;so what should we start with?
Conversation Management;this is for demonstration purposes.
Conversation Management;we can start right again.
Conversation Management;we start all very again?
Conversation Management;well, the question is, if it is not working, you would need to do the drawing stuff.
Conversation Management;what should we try to get it working or?
Conversation Management;yeah
Conversation Management;yeah do you want to summarise?
Conversation Management;yeah i see
Conversation Management;yeah, i mean, perhaps you can just add something, if i forget something
Conversation Management;yeah, no problem.
Conversation Management;yeah?
Conversation Management;yes
Creative Conflict;what basic data structures are we looking at here?
Creative Conflict;actually start coding up the datastructures themselves
Creative Conflict;but i imagine the controller controls that, right, the modelbasically is just the basically cars, the queue of cars, theintersection contains four queues.
Creative Conflict;i'm thinking, yeah, i'm thinking in terms of model-êviewcontroller
Creative Conflict;mean it might be thedesign pattern. a traverser, observer, traverser
Creative Conflict;object being traversed and somerule for--so it's easy the traverser, visitor pattern you get thevisitor case on the auto-êtype and then it could be [inaudible
Creative Conflict;to separate the ui off andwe want the underlying data structures and supporting things
Creative Conflict;model-view-controller pattern
Creative Conflict;then we have the model, we have the view, but we donít have the controller
Creative Conflict;we have a statement that we do model view controller pattern
Creative Conflict;is part of the intersection
Creative Conflict;i don't [inaudible] into it.
Creative Conflict;i don't think we need to make assumption of lanes, period
Creative Conflict;i donít see this specifically in the requirements
Creative Conflict;for me it maybe doesnít make sense to have this as a specific intersection, maybe there we would have something different which is a kind of road entry or road exit
Creative Conflict;and of course the, that i guess, that itís not something that we have to design
Creative Conflict;but of course would increase the complexity of the
Creative Conflict;i donít think so,
Creative Conflict;i think so because you should be able to have, you should be able to have intersections with no sensors then the intersections lights should be able to change based on the input from these sensors, so then
Creative Conflict;no
Creative Conflict;i don't know
Creative Conflict;i don't know how to actually structure this
Creative Conflict;wonder if atfirst approximation never [inaudible] in roads.
Creative Conflict;and i wonder
Creative Conflict;i don't know if this isany better
Creative Conflict;i mean i'm wondering could youadd
Creative Conflict;i wonder if
Creative Conflict;i'm notquite sure
Creative Conflict;just wonder if maybe the important
Creative Conflict;well, i don't know
Creative Conflict;i almost wonder if, i don't know.
Creative Conflict;i don't know how sensors work.
Creative Conflict;i don't know if professor e really wants that level ofdetail
Creative Conflict;i don't know if they can set thespeeds
Creative Conflict;i don't know if you can changethese as well while you're going.
Creative Conflict;i don't know if. but youalready got this on there,
Creative Conflict;i don't know so much
Creative Conflict;i don't know,
Creative Conflict;i don't know.
Creative Conflict;i don't knowthat almost feels like
Creative Conflict;i don'tknow
Creative Conflict;i don'tknow exactly how to capture this
Creative Conflict;i'm not reallysure
Creative Conflict;i'm not sure.
Creative Conflict;i'm still thinking
Creative Conflict;now i don't know
Creative Conflict;oh that's not going to quite work.
Creative Conflict;or did i readsomething there that said it has some
Creative Conflict;this is where we still have a little doubt
Creative Conflict;, i'm not sure
Creative Conflict;but i don't know
Creative Conflict;i'm not sure
Creative Conflict;i'm still wondering about the leftÇ-turn lane.
Creative Conflict;Ö i donít understand
Creative Conflict;but i donít know
Creative Conflict;donít know per what
Creative Conflict;i donít know how much details we have
Creative Conflict;i donít know.
Creative Conflict;iím not so sure about that
Creative Conflict;iím not sure
Creative Conflict;iím not sure what you mean by subset
Creative Conflict;we donít have i mean the visualization for it and iím not sure how we should.
Creative Conflict;, i am not sure
Creative Conflict;ah, ok because that was something i was just wondering about, whether we should
Creative Conflict;am still not sure how to
Creative Conflict;but how should that work
Creative Conflict;but i am not sure, where
Creative Conflict;but i donít know how to easily program that kind of behavior
Creative Conflict;but i don't know that's also
Creative Conflict;can both of them be orange at the same time for example?
Creative Conflict;i am not sure
Active Discussion;i am not sure
Active Discussion;i am not sure how to deal with the wave her.
Active Discussion;i donít know
Active Discussion;i donít know how to design it
Active Discussion;i donít know,
Active Discussion;i donít know.
Active Discussion;perhaps this is not a very good idea to draw in this direction
Active Discussion;so i donít know
Active Discussion;the question is whether we, should they put the sensors wide away or whether we should do try to find a means brake without the sensors and see whether itís a, what we achieve there
Active Discussion;which would of course require us to be able to, i donít know, either
Active Discussion;yeah, i am not sure,
Active Discussion;a bit more usable so i Creative Conflict
Active Discussion;advanced in the future
Active Discussion;and then the point could be i guess for future could define anything
Active Discussion;it would also be always given indirectly. it takes less work for the editing, you can easily just draw the lines and each time you would have here endpoints an intersections which are all calculated automatically and then by selecting an intersection you could describe the movement of an intersection, which is a more advanced algorithm to relayout the whole thing.
Active Discussion;of course we can represent this here but we should also keep in mind that this could be changed in the future and that we should design the system that is able to change this.
Active Discussion;so i see a reuse potential there
Active Discussion;yes i would keep the traffic class also for reuse purposes
Active Discussion;advanced in the future
Active Discussion;and then the point could be i guess for future could define anything
Active Discussion;it would also be always given indirectly. it takes less work for the editing, you can easily just draw the lines and each time you would have here endpoints an intersections which are all calculated automatically and then by selecting an intersection you could describe the movement of an intersection, which is a more advanced algorithm to relayout the whole thing.
Active Discussion;of course we can represent this here but we should also keep in mind that this could be changed in the future and that we should design the system that is able to change this.
Active Discussion;so i see a reuse potential there
Active Discussion;yes i would keep the traffic class also for reuse purposes
Active Discussion;and the results of pushing and popping.
Active Discussion;and then some t, at some point t one later.
Active Discussion;i mean you could go top left
Active Discussion;so the cop looks at the intersections says okay it's Creative Conflictn light on these roads. this road has some number ofcars in it. if the lights green one tick means we pop and wedo that queue and second picture. so, from t zero to t onethat's how we've gone through two
Active Discussion;that kicks off events and then which then make a [inaudible
Active Discussion;that kicks off events.
Active Discussion;the other way
Active Discussion;this guywould have the sensor state,
Active Discussion;unless you're the terminator and you've beamed acar.
Active Discussion;until he passes the intersection, or whatever. and gets onthe next road
Active Discussion;we're saying there's a, so then, these are objects right.so, maybe what happens is the clock is the controller, it'schanging the state of time so time can tick, right, that's anamount of time. the clock does the ticking, right, and nowthe tick, time is part of model that is state, but as timechanges some cop object or something responds to timechanges, right, and is responsible for changing state ofmodel.
Active Discussion;also
Active Discussion;also, i mean it seems
Active Discussion;and it just tell them, hey full or heyi don't have any. so it's not it's own little thinking component.
Active Discussion;and then test it, are you full?
Active Discussion;aslong asÇ-also being able to control
Active Discussion;imean it comes back to this whole problem that we were toyingwith.
Active Discussion;what did i say? ìroad endpointsî, four and one. then we would have ìroadî
Active Discussion;also we have it on the laptop screen
Active Discussion;also before we draw again so first i can right now try to save the image
Active Discussion;are they controlling
Active Discussion;so they can build on?
Active Discussion;something?
Active Discussion;, this would be visible
Active Discussion;i mean how do you visualize this simulation
Active Discussion;what does that mean?
Active Discussion;what else are we going to be drawing?
Active Discussion;so in total?
Active Discussion;the sensors?
Active Discussion;what about it?
Active Discussion;do you have a better statement?
Active Discussion;i mean what are the types of metrics that we want to have in percent?
Active Discussion;well i like what you're saying, i like the idea
Active Discussion;when jim is present, only jim does the board, as you see hishand?writing, his ability to use markers is remarkable, so noone approaches the board, he's very good.
Active Discussion;ahh that's brilliant
Active Discussion;cool, cool. sounds good
Active Discussion;cool, i like that
Active Discussion;excellent, excellent.
Active Discussion;good question.
Active Discussion;i like that. cool.
Active Discussion;interesting
Active Discussion;that is a great point
Active Discussion;i think itís a good and great idea
Active Discussion;thatís a good point
Active Discussion;yes i Creative Conflict. great
Active Discussion;yes thatís a good idea.
Active Discussion;yes, i think itís a good idea
Active Discussion;as capacity increases, the wait time doesn't increaseproportionally
Active Discussion;it'sreally just a list of road, road pairs i guess, and thenintersections
Active Discussion;then this way wecan, it's really the network that runs the road,
Active Discussion;what i'm thinking is like you have this data structure of thistraffic cop that responds to ticks by analyzing the state of thetraffic signal and then, you know, pushes cars on and offqueue depending on the -ê
Active Discussion;the traffic pattern object, the big guy, owns all the cars,and as it manufactures them, as it factors them out, it createsthem in some flavor,
Active Discussion;and by default it eitherhas or does not have a timing setting, so very quickly you cancreate something without fussing with it too much, and bydefault it has to assume
Active Discussion;but i'm saying that you would say that 10% of cars willbehave like this, 10% will go straight, 10% will go tointersections and turn
Active Discussion;how do you assess, you know, what is the optimalósothis is the grid, what is the optimal setting of the intersectionconfigurations with this traffic pattern.
Active Discussion;how far is it between each leg orwhatever, each segment.
Active Discussion;so we assume they have some sort of a pallet here where theygrab a road and they start dragging and then they drag that, sothere is some sort of drawing pallet right, that says okay i havethis thing i drag something, i'm drawing a road and i call itsomething and i draw and i call it b and i draw my roads andthen.
Active Discussion;that, and it also pushesit up to the road, so the road can aggregate, create the reportslater for all the intersections it has so we can aggregate thesething, so you can aggregate so you can get individualinformation on each car, on each intersection, on each road
Active Discussion;the intersection knows how many cars it has, and fullinventory of each car's direction, status, waiting, and waitingfor what.
Active Discussion;this is an approach
Active Discussion;i mean, the roads have a length
Active Discussion;i mean with that they havetwo intersections coming to four turn lanes, i mean that's theproblem
Active Discussion;i'mtrying to figure out how to capture the state of a car going down aspecific road
Active Discussion;kind of the situation of how they are physically doesn't matter,we just more care about what's leading up to it, and what it'sleading off to.
Active Discussion;that's the real scenario
Active Discussion;what i'm wondering is that, is it one of thoseÇ-
Active Discussion;. you would have some kind of patterns for traffic lights, different ones which you will use on different intersections
Active Discussion;at least a starting point and end point
Active Discussion;for me itís the traffic on a single road
Creative Conflict;you should be able to say how many cars per or something it should create
Creative Conflict;you wouldnít provide some kind of element to draw intersections immediately but rather focus on drawing streets and then for like crossing streets we then have intersections that should be detected automatically?
Creative Conflict;and ithas a queue, which of course has push [inaudible]. okay.
Creative Conflict;it has sensors and, it has the timing, current state, no it hasticks in current state
Creative Conflict;n = new network,, c = new clock. andthen we go c.run(n).
Creative Conflict;so maybe this is public and this is private in the sensethat you only ever have roads in the network when it's at theintersections because i don't think, i'm trying to
Creative Conflict;permutations that happen at eachintersection
Creative Conflict;reallywhen you're filling out stuff about an intersection, you're fillingout information about each of the approaches
Creative Conflict;this in html.reporting
Creative Conflict;, i was kind of assuming simple db here.
Creative Conflict;would need to be persistable.
Creative Conflict;and not the primitive type that was essentially
Creative Conflict;but the overall implementation should be able to work with more roads or less.
Creative Conflict;for now we donít have any attributes for the endpoint
Creative Conflict;in there, there is a boolean attribute indicating the sensors are available.
Creative Conflict;is it an attribute for the road?
Creative Conflict;so letís add an interface then
Creative Conflict;so we do some kind of extra class or interface for intersection
Creative Conflict;the name for the interface
Creative Conflict;okay so it says that's up to us
Creative Conflict;so dowe want to have visualization of cars moving along aparticular road in a geometric sense?
Creative Conflict;so now the push is not just the random numbergenerator for frequency, but there's also random numbergenerator for zero one for left versus right
Creative Conflict;. so add road could potentially have, what's theplace you could ever, you did this.
Creative Conflict;but should readily accommodate six intersections--okayso we can actually accommodate [inaudible] larger
Creative Conflict;create a road there's no intersection, so road existsoutside of the intersection
Creative Conflict;it would have multiple lanes so thatin a sense it has multiple queues
Creative Conflict;like so that you've got this intersection next to thisintersection and if this road fills up, then even
Creative Conflict;right so this is now a ui piece and the dot, brings up youreditor with frequency of, your frequency value
Creative Conflict;so
Creative Conflict;so all these lines of
Creative Conflict;so clock is a controller
Creative Conflict;so do you want
Creative Conflict;so for every tick, the analytics guy does asweep, collecting statistical data about the state of each tick
Creative Conflict;so foreach road in the simulation we look at the car at the head ofthe queue
Creative Conflict;so get rid of this
Creative Conflict;so highlight
Creative Conflict;so i
Creative Conflict;so i can see traffic flow across it.
Creative Conflict;so i think that might bethe best way to communicate interaction design.
Creative Conflict;so i think that's
Creative Conflict;so i was thinking
Creative Conflict;so if the
Creative Conflict;so i'll use a soliddot to mean ownership and then an open dot to meanreferencing. so the network owns the roads, the networkowns the intersections but the intersection can referencethese in and out roads. alright, so i guess we need, addroad
Creative Conflict;so i'm thinking maybe
Creative Conflict;so instead of just a straight
Creative Conflict;so is there someone looking at the networksaying the average congestion is, or the average wait time ofa car is,
Creative Conflict;so it might be thatthe road has some number of, an ordered list of cars that aremoving along the road and only when they get to the end ofthe road do they get pushed into the queue.
Creative Conflict;so it should
Creative Conflict;so it's a visit
Creative Conflict;so it's got to be just a grid likethat. that's fine.
Creative Conflict;so it's like8you're inferring intersection at crossings.
Creative Conflict;so it's saying at each tick we see where the problems occurand maybe make a road blink red if it's full and
Creative Conflict;so i've got two car lengths
Creative Conflict;so let's
Creative Conflict;so max cars, holds n.1
Creative Conflict;so maybe
Creative Conflict;so maybe it'sreally a function of the result of how the intersections arelaid out. and the relationship between the intersection. 8
Creative Conflict;so maybe we
Creative Conflict;so mostly straight and sometimes
Creative Conflict;so next userstory
Creative Conflict;so that comes back toanalytics right?
Creative Conflict;so that kind of comes into car
Creative Conflict;so that thisintersection is connected to this one, or is that
Creative Conflict;so that would
Creative Conflict;so that you
Creative Conflict;so that's just the function or the property on thelight
Creative Conflict;so that's one thing, and also like how longthese signals stay green
Creative Conflict;so that's the basic way to kick it all off i guess
Creative Conflict;so the cop as,
Creative Conflict;so the empty network is what we started outwith a blank page, as they drag a road on, that instantiates aroad object
Creative Conflict;so the only other way youcan get through
Creative Conflict;so the pop
Creative Conflict;so the random number
Creative Conflict;so then you drag
Creative Conflict;so therandom
Creative Conflict;so there needs to be some logic about, wellthat's interesting so there's a notion of the road in, road out.
Creative Conflict;so there's through here, off ramp and onramp right
Creative Conflict;so this is interesting, so now should allow for roads of anylength to be placed
Creative Conflict;so this network or graph hasadditional constraints.
Creative Conflict;so this one piece of state we haven't captured is whether aroad is an interior or we should call it an onramp
Creative Conflict;so this whole thing we should talk about road, got this modelcontrol or
Creative Conflict;so we
Creative Conflict;so we almost don't need a--well, we need car to havesomething in the queue
Creative Conflict;so we could come
Creative Conflict;so we makeroads, right. so one m of intersections and we would haveroad connected to the intersection or the intersection has2paths
Creative Conflict;so we need to communicate the interaction
Creative Conflict;so we want to, you know, does thishappen basically.
Creative Conflict;so wecould introduce a notion of speed into our queue
Creative Conflict;so we're
Creative Conflict;so we're getting some credit collection of rules here
Creative Conflict;so we've created a basic [inaudible] for it to run in.
Creative Conflict;so we've got a great
Creative Conflict;so when it comes
Creative Conflict;so where you
Creative Conflict;so you can't
Creative Conflict;so you click an
Creative Conflict;so you have a consistent road network.
Creative Conflict;so you have to explain
Creative Conflict;so you want the
Creative Conflict;so youcould simplify
Creative Conflict;so you're
Creative Conflict;so you're just doing it
Creative Conflict;so, go ahead
Creative Conflict;so, something happens as an external controller is ticking themodel
Creative Conflict;sodoes it have a sensor, yes, no
Creative Conflict;sothat we
Creative Conflict;sothis can be bigger than the window so scrolling, stuff likethat
Creative Conflict;then this guy would have a state. it's like okay i'vebeen in this state for two ticks, go to three don't change, goto four change, something like that. right, so this guy has anotion of the state of the light but also time and currentstate, right. so, the clock ticks, the cop says look at whatlights are green, one tick means one car goes through so wepop off the end of the queue, we say the cop notices the endof the intersection has been in this state for one tick so nochange needs to be made. and then we get the same greenstate
Creative Conflict;we're prettyconstrained in what we draw geometrically so it almostseems like it might be nice to [inaudible] the geometry fromthe simulation
Creative Conflict;so once the car exists
Creative Conflict;it'd have to be in 60 because you'd only get [inaudible] onthe green, [inaudible] on the red
Creative Conflict;know there is an overlap when both of them are red,because people run yellow lights, and they run red lights at theend so you'd get a collision
Creative Conflict;meaninglittle dots are moving, showing you how the traffic is flowing
Creative Conflict;o
