Dimension;Transcription
Explain and Clarify;so we assume they have some sort of a pallet here where theygrab a road and they start dragging and then they drag that, sothere is some sort of drawing pallet right, that says okay i havethis thing i drag something, i'm drawing a road and i call itsomething and i draw and i call it b and i draw my roads andthen.
Explain and Clarify;that, and it also pushesit up to the road, so the road can aggregate, create the reportslater for all the intersections it has so we can aggregate thesething, so you can aggregate so you can get individualinformation on each car, on each intersection, on each road
Explain and Clarify;the intersection knows how many cars it has, and fullinventory of each car's direction, status, waiting, and waitingfor what. 
Explain and Clarify;this is an approach
Functionality;and then as those thingschange during the simulationówell as they move things theycan see how the distance changed, and you can see the time ittakes to travel at a given speed
Functionality;and then the editing
Functionality;and we have cars that are kindof generated
Functionality;and you want to name the simulation.
Functionality;asave simulation
Functionality;both knows the speed limits, wants to control it, at thesame time the traffic lights want to prevent you from speeding,so it's like all these things.
Functionality;clicking a sensor is going to have to require furtherconfiguration
Functionality;eseteverybody to the same
Functionality;generate these
Functionality;havingdefaults
Functionality;i like the idea of being able to somehow, while it's running,see the net effect of, you know, dialing, messing with the dialsof some sort
Functionality;i'm thinking there's kind of this edit mode, sowe're editing the map, that's the first thing, you can drawroads, move roads, assign speeds, so there's something overó
Functionality;o in and edit it and say well let mechange
Functionality;randomdistribution
Functionality;report on that
Functionality;road can tell you how many cars it has traveling on it, andwhich direction they traveling
Functionality;save thesimulation
Functionality;save what the setting are
Functionality;saving?modeor reporting?mod
Functionality;so intersectionconfiguration, and now car configuration is part of theconjestion
Functionality;so you only set one, but the overlap of the red and theduration of the yellow is something you can set.
Functionality;the other ones are impliedb
Functionality;the way you would divide it up is by, you knowthere's definitely a chunk of work to do just with the map andthe graphics and building that all [inaudible] with regard tohow do you create the map. how do youóyou know, a lotmore detail with regard to interacting with it.
Functionality;two modes: an editingmode and a simulation mode
Functionality;visualizing
Functionality;we have to make surethese add up to 100
Functionality;will look at the map, and give yousome sort of a grid
Functionality;you could choose to sort them if you wanted to sort
Functionality;you couldlike specify a hot spot on the grid
Functionality;you have a ranking of intersections or intersectionapproaches
Functionality;you wouldn't really enter them, they'd kind ofjust be calculated for you based one how you laid that out asyou move things, maybe we'd actually show you what the
Functionality;you're starting a new simulation.
Implementation Decision;permutations that happen at eachintersection
Implementation Decision;reallywhen you're filling out stuff about an intersection, you're fillingout information about each of the approaches
Implementation Decision;this in html.reporting 
Infer; so once the car exists
Infer;it'd have to be in 60 because you'd only get [inaudible] onthe green, [inaudible] on the red
Infer;know there is an overlap when both of them are red,because people run yellow lights, and they run red lights at theend so you'd get a collision
Infer;meaninglittle dots are moving, showing you how the traffic is flowing
Infer;o
Infer;okay, so that's another thing we want to be able to specify indrawing.
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so
Infer;so i think it'sa little confusing.
Infer;so it would be 50 seconds
Infer;so it's almost lik
Infer;so it's like a drawing tool that can allow them to lay downthese intersections
Infer;so one thing is
Infer;so the 
Infer;so the intersection 
Infer;so the traffic pattern 
Infer;so then it's divided pretty much between green and...
Infer;so then this would be intersection b2.
Infer;so there is a finite number
Infer;so this can get fairly complex very fast because you have allthese intersections
Infer;so we don't need to really place traffic lights,
Infer;so you couldn't 
Infer;so you're going to have
Infer;there's kind of a drawing area here
Infer;well, so one little thing besides laying out the roads. weneed some kind of visualization of the map
Inform; the traffic pattern object, the big guy, owns all the cars,and as it manufactures them, as it factors them out, it createsthem in some flavor, 
Inform; we'll say you should getstarted on this much, we need to go and clarify this withprofessor e
Inform;also
Inform;and also
Inform;and by default it eitherhas or does not have a timing setting, so very quickly you cancreate something without fussing with it too much, and bydefault it has to assume
Inform;and it also seems like
Inform;and that's my point
Inform;and then there's some way to
Inform;and then we have some way of saying
Inform;becaues
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because
Inform;because in real life some intersections you cannot.
Inform;because it knows where it's going
Inform;because thatjust made it complex
Inform;because the road knows about intersections, and then thewhole map.
Inform;becauseas you start adjusting here it would go here as you wouldósoyou can almost go infinite here so it has to, you just give it.
Inform;becauseotherwise
Inform;becausethat'd
Inform;but
Inform;but also i think
Inform;but i'm saying that you would say that 10% of cars willbehave like this, 10% will go straight, 10% will go tointersections and turn
Inform;but its not necessary
Inform;but jim did we finish with the cars kind of
Inform;but you know that you brought up a point you know
Inform;cause there's a lot of complexity
Inform;deally, thesystem should be able to
Inform;either
Inform;erhaps theres
Inform;hat's going to cause traffic problems here.
Inform;how do you assess, you know, what is the optimalósothis is the grid, what is the optimal setting of the intersectionconfigurations with this traffic pattern.
Inform;how far is it between each leg orwhatever, each segment.
Inform;i could see in subsequent versions
Inform;i feel likeyou should have to specify only maybe two directions orsomething
Inform;i guess
Inform;i guess
Inform;i guess
Inform;i guess that's all.
Inform;i just think
Inform;i like it better down there
Inform;i mean
Inform;i mean we couldjust say, you know, the distance between 1st street and 2ndstreet is this,
Inform;i mean, we have to state this because if it's notó
Inform;i think
Inform;i think
Inform;i think
Inform;i think
Inform;i think
Inform;i think
Inform;i think
Inform;i think
Inform;i think
Inform;i think
Inform;i think
Inform;i think from the user's perspective
Inform;i think it's just saying
Inform;i think that's an importantpart of it
Inform;i think the intersections just occur.
Inform;i think this
Inform;i think we kind of covered all thethings we wrote up here
Inform;i think wehave to talk to professor e again, because she didn't specify themost important aspect of it, which is how do you know thatyour lighting system is working to its best potential? i candraw the map, i can specify all these parameters and now i runit, how do i know this is good
Inform;i think we're going to have to rely on professor e forcreating the details about the theory of how that works. i mean,we might have to code whatever her understanding is of trafficlight theory into it
Inform;i want to do
Inform;i would go
Inform;i would probably wantto be able to hover and somehow in?place edit
Inform;i would say
Inform;if
Inform;i'll tell you what's going to be interesting is these students,whether there's civil engineers but, you know they're doingcomputer science stuff, so their next step after this is to takethe software that you've been given and program the smartsinto it so that it can do the timing for you automatically.
Inform;i'm entertaining this idea
Inform;i'm still unhappy
Inform;i'm thinking
Inform;i'mguessing
Inform;in other words
Inform;in other words
Inform;in other words
Inform;in other words
Inform;in other words
Inform;in other words it would seem to me that ideally you'dwant to draw this out of the box with all defaults and somedefault settings based on some package
Inform;in other words,
Inform;in the real world, you know, a can becurving and intersect 1 three times, and do an s and dead?end.
Inform;is the traffic kind ofóyou know how some you havegreen one way but not on the other.
Inform;is there a sensor?'
Inform;it almost seems like
Inform;it also seems
Inform;it didn't sound like you need control at the individual carlevel
Inform;it does seemlike
Inform;it might
Inform;it might be
Inform;it seems like here,
Inform;ithink
Inform;let's start coding
Inform;like during commuting hours everyoneworks over there, but the shopping center is down there, so onweekends everyone is going that way.
Inform;like it could be like
Inform;maybe
Inform;maybe even you could
Inform;maybe just click here
Inform;maybe the way to approach
Inform;maybe theres also
Inform;maybe this is just a learning tool
Inform;next release we'll let them add theirown fancy street names
Inform;o i would take the map drawingas one thing
Inform;o professor e says,this is your exam this is your project, here is a traffic pattern,this is the grid, what is the optimal traffic light settings? figurethat out. and so how do you, you know, and again i think itwould be up to the customer, the professor, in this case, tospecify what optimal means, what is allowed wait?time, howmany traffic, you know people waiting on the lights, right, all ofthat.
Inform;of course we're not going and talking to her, we're going to talkto the team of software developers
Inform;okay so then we have a map
Inform;okay, i say i want fifty cars on the grid, but i don't want themall going the same way.
Inform;one thing that we're kind of missing there
Inform;right now i would just leave it
Inform;should not allow
Inform;so
Inform;so
Inform;so i think
Inform;so i would start simple, jim.
Inform;so if we did 2 minutes, that's 120 seconds. so the entireduration is 120 seconds
Inform;so it could be
Inform;so let's build
Inform;so let's just say for
Inform;so lets say somehow we figure it all out and we'reable to pump traffic through it
Inform;so maybe that's a separate setting. in other words, the durationof each light you set it on, maybe 1 or 2 but the other one isimplied. because if this is green, then you cannot tell thesystem to make the other one green as well it just won'thappen. so you only set one, but the overlap of the red and theduration of the yellow is something you can set.
Inform;so that'slike a final stage, how do you report the results
Inform;so the form needs to be
Inform;so there's lik
Inform;so this can get fairly complex very fast because you have allthese intersections
Inform;so we assume they have some sort of a pallet here where theygrab a road and they start dragging and then they drag that, sothere is some sort of drawing pallet right, that says okay i havethis thing i drag something, i'm drawing a road and i call itsomething and i draw and i call it b and i draw my roads andthen.
Inform;"so what does ""it worked"" mean?"
Inform;so why don't we start out
Inform;so you don't have to
Inform;so, like yousaid, if you click on here and double click on here then there'ssome form that lets you collect the information about thatintersection.
Inform;soyou can mix and match
Inform;t does seem like it would begood
Inform;t has a computer, i would have to think about it reallyhard.
Inform;talk through this with me
Inform;that it would have tobe like flex or something
Inform;that why i though
Inform;that, and it also pushesit up to the road, so the road can aggregate, create the reportslater for all the intersections it has so we can aggregate thesething, so you can aggregate so you can get individualinformation on each car, on each intersection, on each road
Inform;the distances, you know
Inform;the intersection knows how many cars it has, and fullinventory of each car's direction, status, waiting, and waitingfor what. 
Inform;the left?hand turns are
Inform;then i think
Inform;then it makes it easier tokind of find it and it maps really closely to what you see overhere.
Inform;there because doingit on the side can get kind of confusing
Inform;there has to be
Inform;there might be
Inform;there was something about reducing wait?time and
Inform;think
Inform;think that
Inform;this has to be like the main objec
Inform;this is an approach
Inform;want tostart off and say i have
Inform;we
Inform;we build a flex application
Inform;we could have
Inform;we could talk to the engineers too
Inform;we have to be able to describe the behavior of thetraffic lights at each intersection.
Inform;we haven't really,this is where we find some conflict
Inform;we haven't yet worked thesensors
Inform;we need to collect it as part of the approach to the intersection
Inform;we still have to do thedetail design for how you specify these numbers
Inform;well itdepends
Inform;well, these are almost given
Inform;what does ramming mean
Inform;what does that mean? what isthe sensor sensoring? or detecting?
Inform;with or without an optionto
Inform;yeah, because that's a huge wrinkle if it's not.
Inform;you can just give it a density andit just follows these rules
Inform;you know, in some ways it seems
Inform;you know, we should think about that
Inform;you need some control with the flow
Inform;you start simply.
Inform;you'd set a rate
Inform;you're completely just withdrawing the map
Information;and where do you see
Information;are there other objects?
Information;but does it have only lefthand?
Information;distances, and density relate to it?
Information;he second?
Information;how do you know who's waiting and why
Information;that green is on?
Information;then, what was the information wehad
Information;what are the goals, and how are they set
Information;where was the part where there was something about waittime
Justification;because
Justification;because you would have to moveseveral blocks at the same time.
Justify;and that's my point
Justify;becaues
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because
Justify;because in real life some intersections you cannot.
Justify;because it knows where it's going
Justify;because thatjust made it complex
Justify;because the road knows about intersections, and then thewhole map.
Justify;becauseas you start adjusting here it would go here as you wouldósoyou can almost go infinite here so it has to, you just give it.
Justify;becauseotherwise
Justify;becausethat'd
Justify;but
Justify;but its not necessary
Justify;cause there's a lot of complexity
Justify;hat's going to cause traffic problems here.
Justify;i mean
Justify;i mean, we have to state this because if it's notó
Justify;if
Justify;in the real world, you know, a can becurving and intersect 1 three times, and do an s and dead?end.
Justify;is the traffic kind ofóyou know how some you havegreen one way but not on the other.
Justify;like during commuting hours everyoneworks over there, but the shopping center is down there, so onweekends everyone is going that way.
Justify;o professor e says,this is your exam this is your project, here is a traffic pattern,this is the grid, what is the optimal traffic light settings? figurethat out. and so how do you, you know, and again i think itwould be up to the customer, the professor, in this case, tospecify what optimal means, what is allowed wait?time, howmany traffic, you know people waiting on the lights, right, all ofthat.
Justify;so
Justify;so
Justify;so maybe that's a separate setting. in other words, the durationof each light you set it on, maybe 1 or 2 but the other one isimplied. because if this is green, then you cannot tell thesystem to make the other one green as well it just won'thappen. so you only set one, but the overlap of the red and theduration of the yellow is something you can set.
Justify;so this can get fairly complex very fast because you have allthese intersections
Justify;so you don't have to
Justify;soyou can mix and match
Justify;that why i though
Justify;then it makes it easier tokind of find it and it maps really closely to what you see overhere.
Justify;there because doingit on the side can get kind of confusing
Justify;we
Justify;we could talk to the engineers too
Justify;well itdepends
Justify;well, these are almost given
Justify;yeah, because that's a huge wrinkle if it's not.
Lead;and then there's some way to
Lead;but jim did we finish with the cars kind of
Lead;but you know that you brought up a point you know
Lead;i think it's just saying
Lead;i think wehave to talk to professor e again, because she didn't specify themost important aspect of it, which is how do you know thatyour lighting system is working to its best potential? i candraw the map, i can specify all these parameters and now i runit, how do i know this is good
Lead;i think we're going to have to rely on professor e forcreating the details about the theory of how that works. i mean,we might have to code whatever her understanding is of trafficlight theory into it
Lead;i want to do
Lead;i'm thinking
Lead;is there a sensor?'
Lead;it didn't sound like you need control at the individual carlevel
Lead;let's start coding
Lead;like it could be like
Lead;of course we're not going and talking to her, we're going to talkto the team of software developers
Lead;okay, i say i want fifty cars on the grid, but i don't want themall going the same way.
Lead;one thing that we're kind of missing there
Lead;should not allow
Lead;so i would start simple, jim.
Lead;so let's build
Lead;so let's just say for
Lead;so lets say somehow we figure it all out and we'reable to pump traffic through it
Lead;so that'slike a final stage, how do you report the results
Lead;so the form needs to be
Lead;"so what does ""it worked"" mean?"
Lead;t has a computer, i would have to think about it reallyhard.
Lead;talk through this with me
Lead;that it would have tobe like flex or something
Lead;the distances, you know
Lead;the left?hand turns are
Lead;there has to be
Lead;want tostart off and say i have
Lead;we have to be able to describe the behavior of thetraffic lights at each intersection.
Lead;we haven't yet worked thesensors
Lead;we need to collect it as part of the approach to the intersection
Lead;we still have to do thedetail design for how you specify these numbers
Lead;what does ramming mean
Lead;what does that mean? what isthe sensor sensoring? or detecting?
Lead;with or without an optionto
Lead;you can just give it a density andit just follows these rules
Lead;you start simply.
Lead;you're completely just withdrawing the map
Listening;i understand what you mean
Maintenance;and this is a real?time table?
Maintenance;are you saying there's actually a car out there
Maintenance;but not every car that starts at c would do that?
Maintenance;did it saythat?
Maintenance;how do you report the final results?
Maintenance;i understand what you mean
Maintenance;i'm sorry
Maintenance;probably need to talk to professor e alittle more about that.
Maintenance;put it up there.
Maintenance;right
Maintenance;right
Maintenance;right
Maintenance;right
Maintenance;right
Maintenance;right
Maintenance;right
Maintenance;so it has four approaches at most?
Maintenance;so you want to leave one of these constant and change theother.
Maintenance;this is cars?
Maintenance;want to draw something?
Maintenance;what i would do is
Maintenance;you can buildmultiple simulations on this map
Maintenance;you know?
Maintenance;you know?
Maintenance;you say, i want 50 cars like this.
Maintenance;you think?
Mediate;how much longer?
Mediate;so that's okay?
Mediate;yeah, they're there. there's something about the light, eachlight has some kind of timing settings.
Motivate;and it's a very kind of recursive problem
Motivate;definitely
Motivate;i wouldn't want
Motivate;if i move this, how does it change this
Motivate;it's nice in the simulation to be able to watch what'sgoing on here
Motivate;oh right, so they could be different
Motivate;on this map.
Motivate;that would be very awkward
Motivate;that's true
Motivate;that's what i was going to say, yeah
Motivate;that's what i was saying
Motivate;when jim is present, only jim does the board, as you see hishand?writing, his ability to use markers is remarkable, so noone approaches the board, he's very good.
Notation Decision;erdiagram
Notation Decision;i kind of want to build an er diagram
Offer Alternative;although
Offer Alternative;although wemight duplicate that down here so that they can keep track ofit
Offer Alternative;and what kind of metrics or ideas does she have aroundsuccess or failure of a given, of a simulation
Offer Alternative;ayout on here well i definitely want itred for this whole period, and definitely red while it's yellow,and then there should be a little bit of an overlap. maybesomething tha
Offer Alternative;but i think
Offer Alternative;but the thing is
Offer Alternative;cars are independent ofintersections i feel
Offer Alternative;each approach has a different light, or we could putthem in pairs where the north and south approaches both havethe same light signals.
Offer Alternative;i'm saying
Offer Alternative;or
Offer Alternative;or
Offer Alternative;or
Offer Alternative;or
Offer Alternative;or
Offer Alternative;or
Offer Alternative;or
Offer Alternative;or
Offer Alternative;or
Offer Alternative;or
Offer Alternative;or
Offer Alternative;or
Offer Alternative;or
Offer Alternative;or
Offer Alternative;or maybe allow cycleable defaults
Offer Alternative;or, again we could
Offer Alternative;or, it could be you can drawwhile you're simulating.
Offer Alternative;so maybe that's a separate setting.
Offer Alternative;well, by controlling it at an individual car level you end upcontrolling the flow
Offer Alternative;you have to have green arrow and red arrow
Opinion;are north and south the same?
Opinion;by default it either hasor doesn't have a left?hand turn, right?
Opinion;constant speed throughout?
Opinion;do youmeasure that something worked or didn't
Opinion;how do you visualize that?
Opinion;howdo you detect that
Opinion;like should we make itreally easy for them to set up a whole street's worth of trafficlights, so they're timed in sequence so that it's easy for trafficto flow through, or does that kind of defeat the purpose of theexercise for the students because
Opinion;o what would be an easy way to name each leg? so iguess it's likeó
Opinion;so we are assuming
Opinion;that's the thing, are the speeds to beassumed
Opinion;what does that mean
Opinion;you know
Opinion;you want to?
Propose Exception; but how 
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but
Propose Exception;but at the same 
Propose Exception;but given what we have we think you can start ona prototype.
Propose Exception;but ideally you'd want to have an ability for thesystem to self?adjust so that would be like the second stagewhere you go and figure 
Propose Exception;but it's not 
Propose Exception;but then again
Propose Exception;but there's not a lot of, you 
Propose Exception;buti
Propose Exception;butthat
Propose Exception;n red for the remainder, andthen
Reinforce;and it's a very kind of recursive problem
Reinforce;definitely
Reinforce;i wouldn't want
Reinforce;if i move this, how does it change this
Reinforce;it's nice in the simulation to be able to watch what'sgoing on here
Reinforce;oh right, so they could be different
Reinforce;on this map.
Reinforce;that would be very awkward
Reinforce;that's true
Reinforce;that's what i was going to say, yeah
Reinforce;that's what i was saying
Reject;no
Reject;no, no
Rephrase;in other words
Rephrase;in other words
Rephrase;in other words
Rephrase;in other words
Rephrase;in other words
Rephrase;in other words it would seem to me that ideally you'dwant to draw this out of the box with all defaults and somedefault settings based on some package
Rephrase;in other words,
Rephrase;so if we did 2 minutes, that's 120 seconds. so the entireduration is 120 seconds
Rephrase;so there's lik
Rephrase;so, like yousaid, if you click on here and double click on here then there'ssome form that lets you collect the information about thatintersection.
Request;, this would be visible
Request;and what does that mean?
Request;and where do you see
Request;are north and south the same?
Request;are there other objects?
Request;because
Request;because you would have to moveseveral blocks at the same time.
Request;but does it have only lefthand?
Request;but what constitutes a well?movingtraffic
Request;but what does the intersection, what is the purpose of theintersection in life
Request;by default it either hasor doesn't have a left?hand turn, right?
Request;constant speed throughout?
Request;distances, and density relate to it?
Request;do youmeasure that something worked or didn't
Request;he second?
Request;how do you know who's waiting and why
Request;how do you visualize that?
Request;howdo you detect that
Request;i mean how do you visualize this simulation
Request;like should we make itreally easy for them to set up a whole street's worth of trafficlights, so they're timed in sequence so that it's easy for trafficto flow through, or does that kind of defeat the purpose of theexercise for the students because
Request;o what would be an easy way to name each leg? so iguess it's likeó
Request;right
Request;so we are assuming
Request;that green is on?
Request;that's the thing, are the speeds to beassumed
Request;then, what was the information wehad
Request;what are the goals, and how are they set
Request;what does that mean
Request;what does that mean?
Request;what else are we going to be drawing?
Request;where was the part where there was something about waittime
Request;you know
Request;you want to?
Request Confirmation;and this is a real?time table?
Request Confirmation;are you saying there's actually a car out there
Request Confirmation;but not every car that starts at c would do that?
Request Confirmation;did it saythat?
Request Confirmation;how do you report the final results?
Request Confirmation;right
Request Confirmation;right
Request Confirmation;right
Request Confirmation;right
Request Confirmation;right
Request Confirmation;right
Request Confirmation;right
Request Confirmation;so it has four approaches at most?
Request Confirmation;so you want to leave one of these constant and change theother.
Request Confirmation;this is cars?
Request Confirmation;you can buildmultiple simulations on this map
Request Confirmation;you know?
Request Confirmation;you know?
Request Confirmation;you say, i want 50 cars like this.
Request Confirmation;you think?
Request Focus Change;here
Request Focus Change;it's messier than usual whiteboards.
Request Focus Change;lets see, lets see
Request Focus Change;then cars
Request Focus Change;well and i can also see how, in either case
Request Focus Change;well, i was going to leave the arrow out fo
Request Focus Change;yeah, i feel like this stuff over here
Scoping;this is part of the simulation
Structural Decision;additional information on each intersection
Structural Decision;and each approach has a set of lights
Structural Decision;are four lights in an intersection
Structural Decision;cars always on the road,and sometimes in intersection. and the intersection tells thecar what it can or cannot do at any given time. and the carneeds to tell the intersection what it wants to do. so the carknows what it wants to do, where it's going and 
Structural Decision;has a configuration of how long it's on,and each approach has whether it has a sensor, and eachapproach has a left?signal
Structural Decision;i mean, we've got a lot of individual components,but we hadn't really talked about like, we talked a little bitabout the interaction, 
Structural Decision;individual ones
Structural Decision;instances of these things are when we were runthe simulation
Structural Decision;intersection has the complete
Structural Decision;intersection, which has all theplayers to it. and then, i don't know that it has left?hand turns.each intersection has approaches.
Structural Decision;larger object
Structural Decision;optionally
Structural Decision;road, it has a name, and has a direction, northsouth east west or maybe an angle, 90 degree to 180 yeah, hasa starting point, ending point, from which you calculate thedistance
Structural Decision;simulation configuration can give the map, theintersection, and the traffic pattern
Structural Decision;simulation configuration has a map
Structural Decision;simulation road
Structural Decision;so there is arelationship between the road, very dynamic relationship,between the car, the road, and the intersection
Structural Decision;there are also the cars
Structural Decision;we can savemultiple maps and each map has many roads
Structural Decision;what does intersection give you, and what can i tell theintersection? so i can tell the intersection how it's configured,you know.
Structural Decision;your map is a namedobject, your intersection configuration is a named object, andyour traffic patterns are named object
Suggest; we'll say you should getstarted on this much, we need to go and clarify this withprofessor e
Suggest;and also
Suggest;and it also seems like
Suggest;and then we have some way of saying
Suggest;but also i think
Suggest;deally, thesystem should be able to
Suggest;either
Suggest;erhaps theres
Suggest;i could see in subsequent versions
Suggest;i feel likeyou should have to specify only maybe two directions orsomething
Suggest;i guess
Suggest;i guess
Suggest;i guess
Suggest;i guess that's all.
Suggest;i just think
Suggest;i like it better down there
Suggest;i mean we couldjust say, you know, the distance between 1st street and 2ndstreet is this,
Suggest;i think
Suggest;i think
Suggest;i think
Suggest;i think
Suggest;i think
Suggest;i think
Suggest;i think
Suggest;i think
Suggest;i think
Suggest;i think
Suggest;i think
Suggest;i think from the user's perspective
Suggest;i think that's an importantpart of it
Suggest;i think the intersections just occur.
Suggest;i think this
Suggest;i think we kind of covered all thethings we wrote up here
Suggest;i would go
Suggest;i would probably wantto be able to hover and somehow in?place edit
Suggest;i would say
Suggest;i'll tell you what's going to be interesting is these students,whether there's civil engineers but, you know they're doingcomputer science stuff, so their next step after this is to takethe software that you've been given and program the smartsinto it so that it can do the timing for you automatically.
Suggest;i'm entertaining this idea
Suggest;i'm still unhappy
Suggest;i'mguessing
Suggest;it almost seems like
Suggest;it also seems
Suggest;it does seemlike
Suggest;it might
Suggest;it might be
Suggest;it seems like here,
Suggest;ithink
Suggest;maybe
Suggest;maybe even you could
Suggest;maybe just click here
Suggest;maybe the way to approach
Suggest;maybe theres also
Suggest;maybe this is just a learning tool
Suggest;next release we'll let them add theirown fancy street names
Suggest;o i would take the map drawingas one thing
Suggest;okay so then we have a map
Suggest;right now i would just leave it
Suggest;so i think
Suggest;so it could be
Suggest;so why don't we start out
Suggest;t does seem like it would begood
Suggest;then i think
Suggest;there might be
Suggest;there was something about reducing wait?time and
Suggest;think
Suggest;think that
Suggest;this has to be like the main objec
Suggest;we build a flex application
Suggest;we could have
Suggest;we haven't really,this is where we find some conflict
Suggest;you know, in some ways it seems
Suggest;you know, we should think about that
Suggest;you need some control with the flow
Suggest;you'd set a rate
Suggest Action;probably need to talk to professor e alittle more about that.
Suggest Action;put it up there.
Suggest Action;want to draw something?
Suggest Action;what i would do is
Summarize Information;and it says there is some package that has some understandingof how speeds
Summarize Information;basically we have three differentóthere's editing themap, building the map is one mode. and then there's buildingthe simulation betweenóand we could use the map too
Summarize Information;but we don't have enoughinformation here. there might be packages out there
Summarize Information;didn't get to the sensors at all
Summarize Information;have up to six intersections.
Summarize Information;i told you the streets, intersections,left and right, i told you traffic patterns, you figure out what thelights are. 
Summarize Information;it said we can figure that out.
Summarize Information;oh okay, in the idealcase, the amount of time people spend waiting is minimized bythe chosen settings for the given intersection's traffic lights.
Summarize Information;okay we've assigned speeds,we've moved the roads, we draw the roads, inspectintersections and lights, okay
Summarize Information;okay, create visual map, clean up roads and pattern ofchoosing...
Summarize Information;so one is you want to change the layout of the map, two isyou want to change the parameters you gave us in terms ofspeed and timing, right? and three, you want to run it,
Summarize Information;so that's what i'm saying this is very very highlevel, this is kind of go and build a map, but there is so manyvariables here that would be very hard ahead of time to naildown unless you actually started doing it, and it would be avery iterative process, because you change this thing, and thatchanges something that, you know that changes, it's all veryrelated.
Summarize Information;so you have green, red, left?turn, and orange
Summarize Information;that's kind of where this stuff lives
Summarize Information;the students are going to realize at some point i think,its probably part of the exercise is the professor wants them to,is that you really want your sequences on a given street tofollow a given pattern that enables traffic flow withoutspeeding, and to actually manually enter all that information ishuge
Summarize Information;then we got street and density possibly speeds
Summarize Information;well we've got the visual map of the area
Summarize Information;well, i mean so the end users seem to be the students, and theprofessor.
Summarize Information;you can only change lights, youcan't change the streets
Suppose;, if you click on here and double click on here then there'ssome form that
Suppose;f south has a green arrow, then
Suppose;if
Suppose;if
Suppose;if
Suppose;if
Suppose;if
Suppose;if
Suppose;if
Suppose;if
Suppose;if
Suppose;if the speed on this street is25mph, adding relay, how long should it take you to go thisdistance
Suppose;if this is green, then y
Suppose;if we had alittle more time
Suppose;if you want tosimulate it, you have to know
Suppose;then
Suppose;youhave the instance of the car, the car knows where it's going. sothe car comes, and does some sort of hand?shaking with theroad and the road knows it has this 
Task;and it says there is some package that has some understandingof how speeds
Task;basically we have three differentóthere's editing themap, building the map is one mode. and then there's buildingthe simulation betweenóand we could use the map too
Task;but we don't have enoughinformation here. there might be packages out there
Task;didn't get to the sensors at all
Task;does the professor want the students to learn that through trialand error
Task;goal is that as many cars are moving at any given time asclose to speed limit as possible
Task;have up to six intersections.
Task;here
Task;his is always the point where i'm scared toerase the board. we need to take a picture of that.
Task;i told you the streets, intersections,left and right, i told you traffic patterns, you figure out what thelights are. 
Task;it said we can figure that out.
Task;it's kind of like i go back, like what is exactly theoutput, you kno
Task;it's messier than usual whiteboards.
Task;letme erase over here. it's this stuff that i'm worried about. it'skind of sketchy.
Task;lets assume this, lets assume it's inside a city so...
Task;lets see, lets see
Task;oh okay, in the idealcase, the amount of time people spend waiting is minimized bythe chosen settings for the given intersection's traffic lights.
Task;okay we've assigned speeds,we've moved the roads, we draw the roads, inspectintersections and lights, okay
Task;okay, create visual map, clean up roads and pattern ofchoosing...
Task;so one is you want to change the layout of the map, two isyou want to change the parameters you gave us in terms ofspeed and timing, right? and three, you want to run it,
Task;so that's what i'm saying this is very very highlevel, this is kind of go and build a map, but there is so manyvariables here that would be very hard ahead of time to naildown unless you actually started doing it, and it would be avery iterative process, because you change this thing, and thatchanges something that, you know that changes, it's all veryrelated.
Task;so you have green, red, left?turn, and orange
Task;summarize the unclaritiesthat we had for professor e
Task;that's kind of where this stuff lives
Task;the students are going to realize at some point i think,its probably part of the exercise is the professor wants them to,is that you really want your sequences on a given street tofollow a given pattern that enables traffic flow withoutspeeding, and to actually manually enter all that information ishuge
Task;then cars
Task;then we got street and density possibly speeds
